id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
360487,Male,48,1,28.0,0,> 2 Years,Yes,29170.0,26.0,88
366133,Female,21,1,7.0,0,1-2 Year,Yes,2630.0,156.0,291
116114,Female,61,1,28.0,0,> 2 Years,Yes,47085.0,122.0,218
319178,Male,40,1,28.0,0,1-2 Year,Yes,2630.0,124.0,230
425317,Female,48,1,28.0,0,1-2 Year,Yes,2630.0,124.0,182
445049,Female,54,1,41.0,0,1-2 Year,Yes,2630.0,157.0,45
173580,Male,39,1,28.0,0,1-2 Year,Yes,58695.0,52.0,103
176770,Male,47,1,28.0,1,1-2 Year,Yes,44922.0,26.0,135
193117,Male,29,1,28.0,0,1-2 Year,Yes,36500.0,163.0,71
30889,Male,29,1,28.0,0,< 1 Year,Yes,54498.0,152.0,279
146341,Male,38,1,31.0,0,1-2 Year,Yes,2630.0,124.0,262
238077,Female,40,1,41.0,0,1-2 Year,Yes,2630.0,26.0,276
405247,Female,38,1,46.0,0,1-2 Year,Yes,22242.0,124.0,77
138840,Male,59,1,35.0,0,1-2 Year,Yes,39252.0,26.0,40
90031,Male,22,1,26.0,0,< 1 Year,Yes,2630.0,160.0,243
380614,Male,47,1,18.0,0,1-2 Year,Yes,30597.0,122.0,45
41896,Male,40,1,28.0,0,1-2 Year,Yes,46868.0,26.0,241
462404,Male,46,1,12.0,0,1-2 Year,Yes,2630.0,31.0,64
256893,Male,43,1,28.0,0,1-2 Year,Yes,43543.0,26.0,160
114789,Male,53,1,28.0,0,1-2 Year,Yes,34533.0,26.0,270
66097,Male,66,1,3.0,0,1-2 Year,Yes,35440.0,124.0,135
126203,Male,29,1,48.0,0,< 1 Year,Yes,2630.0,124.0,262
61981,Male,42,1,28.0,0,> 2 Years,Yes,39132.0,26.0,64
485840,Male,33,1,28.0,0,< 1 Year,Yes,61228.0,26.0,155
118132,Male,43,1,28.0,0,> 2 Years,Yes,32603.0,124.0,256
426895,Male,41,1,13.0,0,1-2 Year,Yes,43135.0,157.0,19
164798,Female,25,1,28.0,0,< 1 Year,Yes,2630.0,157.0,146
331966,Male,22,1,46.0,0,< 1 Year,Yes,40486.0,152.0,186
208253,Female,23,1,15.0,0,< 1 Year,Yes,23323.0,152.0,58
335538,Male,49,1,41.0,0,1-2 Year,Yes,32209.0,26.0,275
334516,Male,24,1,50.0,0,< 1 Year,Yes,45236.0,152.0,109
119975,Female,34,1,34.0,0,1-2 Year,Yes,2630.0,156.0,189
122075,Male,38,1,28.0,0,1-2 Year,Yes,28522.0,26.0,39
436151,Female,42,1,28.0,0,1-2 Year,Yes,33750.0,26.0,21
309346,Female,35,1,28.0,0,1-2 Year,Yes,27654.0,26.0,131
246850,Female,32,1,28.0,0,1-2 Year,Yes,2630.0,156.0,207
84889,Male,62,1,28.0,0,1-2 Year,Yes,31738.0,26.0,37
256182,Male,22,1,46.0,0,< 1 Year,Yes,36107.0,152.0,272
280164,Female,30,1,28.0,0,< 1 Year,Yes,27326.0,156.0,264
240630,Male,32,1,8.0,0,< 1 Year,Yes,29765.0,124.0,265
492212,Female,40,1,8.0,0,1-2 Year,Yes,32155.0,26.0,290
33583,Male,40,1,8.0,1,1-2 Year,Yes,54720.0,124.0,54
271297,Female,23,1,9.0,0,< 1 Year,Yes,28565.0,152.0,219
38850,Male,44,1,28.0,0,> 2 Years,Yes,23303.0,124.0,90
92318,Male,42,1,35.0,0,1-2 Year,Yes,27392.0,103.0,199
362513,Female,58,1,28.0,0,1-2 Year,Yes,39250.0,124.0,158
310314,Female,38,1,37.0,0,1-2 Year,Yes,2630.0,160.0,188
210654,Female,78,1,28.0,0,1-2 Year,Yes,22391.0,26.0,146
152380,Female,57,1,28.0,0,1-2 Year,Yes,40325.0,124.0,17
3875,Male,50,1,28.0,0,> 2 Years,Yes,50285.0,124.0,112
298515,Male,50,1,28.0,0,1-2 Year,Yes,29156.0,124.0,63
71331,Male,35,1,28.0,0,1-2 Year,Yes,38178.0,124.0,273
105974,Male,22,1,29.0,0,< 1 Year,Yes,30400.0,152.0,179
25866,Male,36,1,28.0,0,1-2 Year,Yes,55656.0,124.0,274
94574,Female,21,1,9.0,0,< 1 Year,Yes,22667.0,160.0,229
356273,Female,49,1,28.0,0,1-2 Year,Yes,48873.0,26.0,242
303292,Male,25,1,28.0,0,< 1 Year,Yes,44284.0,124.0,184
362624,Female,46,1,28.0,0,1-2 Year,Yes,42787.0,26.0,35
137582,Male,59,1,28.0,0,> 2 Years,Yes,33487.0,26.0,253
487532,Female,33,1,8.0,0,1-2 Year,Yes,31032.0,124.0,222
252000,Male,46,1,8.0,0,1-2 Year,Yes,36464.0,26.0,249
292615,Male,42,1,8.0,0,1-2 Year,Yes,39110.0,124.0,273
460995,Female,34,1,18.0,0,1-2 Year,Yes,37393.0,124.0,166
241902,Female,38,1,28.0,0,1-2 Year,Yes,49463.0,26.0,107
331246,Female,25,1,39.0,0,< 1 Year,Yes,30514.0,152.0,248
59128,Male,64,1,50.0,0,1-2 Year,Yes,44738.0,26.0,248
378464,Male,28,1,44.0,0,< 1 Year,Yes,26516.0,152.0,53
234262,Male,51,1,28.0,0,1-2 Year,Yes,41904.0,55.0,95
6164,Male,50,1,28.0,0,1-2 Year,Yes,44421.0,26.0,197
457688,Male,44,1,46.0,0,1-2 Year,Yes,22775.0,163.0,72
178722,Male,37,1,46.0,0,1-2 Year,Yes,25398.0,26.0,206
27309,Male,54,1,50.0,0,1-2 Year,Yes,50251.0,8.0,113
178571,Male,42,1,15.0,0,1-2 Year,Yes,48960.0,124.0,17
58213,Female,35,1,28.0,0,1-2 Year,Yes,34822.0,24.0,169
350889,Male,49,1,8.0,0,1-2 Year,Yes,34719.0,26.0,131
103478,Male,28,1,18.0,0,< 1 Year,Yes,34562.0,152.0,24
499789,Female,38,1,28.0,0,1-2 Year,Yes,34135.0,26.0,80
338570,Male,35,1,28.0,0,1-2 Year,Yes,57658.0,26.0,139
309703,Male,23,1,21.0,1,< 1 Year,Yes,32092.0,152.0,146
130792,Female,60,1,43.0,0,1-2 Year,Yes,2630.0,124.0,68
143891,Male,48,1,28.0,0,1-2 Year,Yes,30472.0,124.0,148
327266,Female,47,1,8.0,0,> 2 Years,Yes,2630.0,26.0,148
391077,Male,42,1,28.0,0,1-2 Year,Yes,29511.0,26.0,268
196877,Female,21,1,15.0,0,< 1 Year,Yes,31381.0,152.0,113
67177,Female,74,1,28.0,0,1-2 Year,Yes,49890.0,26.0,228
306768,Male,59,1,22.0,0,1-2 Year,Yes,30955.0,26.0,71
356922,Male,40,1,28.0,0,1-2 Year,Yes,31754.0,124.0,152
246749,Male,58,1,28.0,0,> 2 Years,Yes,35633.0,26.0,225
38632,Female,21,1,28.0,0,< 1 Year,Yes,41450.0,160.0,258
311048,Male,42,1,8.0,0,1-2 Year,Yes,24400.0,26.0,213
229425,Male,67,1,8.0,1,1-2 Year,Yes,62477.0,7.0,49
122214,Female,27,1,36.0,0,< 1 Year,Yes,32252.0,152.0,81
89667,Male,72,1,50.0,0,1-2 Year,Yes,2630.0,156.0,170
155309,Male,37,1,36.0,0,1-2 Year,Yes,32026.0,31.0,134
115205,Female,24,1,28.0,0,< 1 Year,Yes,44499.0,152.0,68
21853,Female,63,1,46.0,0,1-2 Year,Yes,32846.0,26.0,86
323942,Male,79,1,46.0,0,1-2 Year,Yes,55614.0,26.0,112
174730,Female,40,1,8.0,0,1-2 Year,Yes,2630.0,156.0,37
485636,Male,54,1,28.0,0,1-2 Year,Yes,53253.0,25.0,164
94755,Male,24,1,16.0,0,< 1 Year,Yes,23054.0,152.0,246
383461,Male,25,1,41.0,0,< 1 Year,Yes,33709.0,26.0,132
161217,Female,35,1,46.0,0,1-2 Year,Yes,25130.0,122.0,238
420223,Male,47,1,28.0,0,1-2 Year,Yes,48051.0,124.0,205
41706,Male,51,1,28.0,0,1-2 Year,Yes,29382.0,26.0,116
222949,Male,43,1,28.0,0,> 2 Years,Yes,52434.0,26.0,164
278676,Female,45,1,28.0,0,1-2 Year,Yes,42533.0,124.0,46
2707,Male,71,1,35.0,0,1-2 Year,Yes,27080.0,124.0,230
234995,Male,21,1,15.0,0,< 1 Year,Yes,32966.0,152.0,73
361577,Male,71,1,46.0,0,1-2 Year,Yes,25958.0,26.0,190
290375,Male,44,1,46.0,0,1-2 Year,Yes,37366.0,26.0,127
459413,Male,41,1,28.0,0,1-2 Year,Yes,48245.0,26.0,245
230306,Male,34,1,41.0,1,1-2 Year,Yes,2630.0,124.0,149
274816,Female,21,1,37.0,0,< 1 Year,Yes,30192.0,160.0,273
431756,Male,36,1,16.0,0,1-2 Year,Yes,26521.0,124.0,183
287091,Male,23,1,8.0,0,< 1 Year,Yes,43532.0,152.0,218
191520,Male,47,1,8.0,0,1-2 Year,Yes,72838.0,26.0,16
13388,Male,45,1,28.0,0,1-2 Year,Yes,31431.0,26.0,114
323252,Male,25,1,8.0,0,< 1 Year,Yes,29103.0,152.0,60
366018,Male,50,1,48.0,0,1-2 Year,Yes,2630.0,124.0,206
84208,Male,48,1,28.0,1,1-2 Year,Yes,42203.0,26.0,84
118243,Female,41,1,46.0,0,1-2 Year,Yes,28560.0,124.0,281
166867,Female,24,1,13.0,1,< 1 Year,Yes,23108.0,152.0,108
414350,Female,30,1,30.0,0,1-2 Year,Yes,33196.0,124.0,287
18927,Male,45,1,28.0,0,1-2 Year,Yes,38634.0,26.0,283
185009,Male,21,1,50.0,0,< 1 Year,Yes,2630.0,152.0,156
109168,Male,35,1,31.0,0,1-2 Year,Yes,2630.0,156.0,36
266155,Female,23,1,15.0,0,< 1 Year,Yes,36980.0,152.0,264
373079,Male,62,1,28.0,0,1-2 Year,Yes,44150.0,26.0,125
365851,Male,22,1,8.0,0,< 1 Year,Yes,47705.0,152.0,38
100429,Male,40,1,32.0,0,1-2 Year,Yes,2630.0,156.0,287
133974,Male,46,1,28.0,0,1-2 Year,Yes,2630.0,124.0,260
141201,Female,39,1,28.0,0,1-2 Year,Yes,43146.0,26.0,74
166103,Male,53,1,50.0,0,1-2 Year,Yes,32483.0,8.0,173
297439,Male,20,1,28.0,0,1-2 Year,Yes,63365.0,157.0,89
17264,Male,71,1,28.0,0,1-2 Year,Yes,47263.0,122.0,126
496858,Male,38,1,28.0,0,1-2 Year,Yes,51645.0,124.0,202
460712,Female,44,1,28.0,0,1-2 Year,Yes,2630.0,26.0,30
147518,Female,71,1,28.0,1,1-2 Year,Yes,22958.0,13.0,124
253007,Male,62,1,28.0,0,1-2 Year,Yes,38253.0,124.0,162
321417,Female,52,1,41.0,0,1-2 Year,Yes,36688.0,124.0,24
467203,Female,39,1,28.0,0,1-2 Year,Yes,37949.0,26.0,112
285969,Female,58,1,0.0,0,1-2 Year,Yes,2630.0,124.0,126
361462,Female,51,1,28.0,0,> 2 Years,Yes,33550.0,26.0,52
144166,Female,34,1,8.0,0,1-2 Year,Yes,36834.0,124.0,223
293409,Male,20,1,47.0,0,< 1 Year,Yes,2630.0,160.0,254
190542,Male,33,1,28.0,0,1-2 Year,Yes,2630.0,26.0,293
24175,Female,68,1,41.0,0,> 2 Years,Yes,87763.0,124.0,253
102507,Female,36,1,38.0,0,1-2 Year,Yes,35777.0,152.0,149
111967,Male,49,1,28.0,0,1-2 Year,Yes,31048.0,13.0,153
309452,Female,61,1,28.0,0,1-2 Year,Yes,44366.0,122.0,126
338607,Male,43,1,8.0,0,1-2 Year,Yes,47972.0,124.0,54
370923,Male,47,1,28.0,0,1-2 Year,Yes,42324.0,26.0,273
147320,Female,52,1,28.0,0,1-2 Year,Yes,32054.0,124.0,85
308678,Female,48,1,28.0,0,1-2 Year,Yes,47347.0,122.0,200
83030,Female,20,1,4.0,0,< 1 Year,Yes,2630.0,160.0,269
242055,Male,48,1,28.0,0,1-2 Year,Yes,38217.0,124.0,101
403953,Male,30,1,30.0,0,< 1 Year,Yes,2630.0,163.0,27
306460,Male,22,1,26.0,0,< 1 Year,Yes,27952.0,152.0,239
138992,Female,22,1,34.0,0,< 1 Year,Yes,2630.0,152.0,288
91947,Female,38,1,28.0,0,1-2 Year,Yes,2630.0,124.0,125
221619,Male,29,1,24.0,0,< 1 Year,Yes,39988.0,152.0,191
39584,Male,22,1,17.0,0,< 1 Year,Yes,52295.0,152.0,196
155089,Female,41,1,28.0,0,1-2 Year,Yes,53847.0,124.0,243
165507,Female,74,1,35.0,0,1-2 Year,Yes,33583.0,10.0,224
60787,Male,20,1,26.0,0,< 1 Year,Yes,41452.0,160.0,254
414503,Male,41,1,28.0,0,1-2 Year,Yes,28105.0,26.0,91
96251,Female,22,1,28.0,0,< 1 Year,Yes,49324.0,152.0,189
208094,Male,47,1,16.0,0,1-2 Year,Yes,40582.0,124.0,11
194996,Male,36,1,28.0,0,1-2 Year,Yes,34514.0,163.0,251
480867,Female,28,1,8.0,0,1-2 Year,Yes,28769.0,124.0,32
87328,Female,55,1,46.0,0,1-2 Year,Yes,2630.0,152.0,243
317787,Male,39,1,50.0,0,1-2 Year,Yes,44530.0,26.0,295
342457,Male,37,1,28.0,0,1-2 Year,Yes,31492.0,124.0,65
151559,Male,50,1,28.0,0,1-2 Year,Yes,40643.0,26.0,99
191366,Female,53,1,37.0,0,1-2 Year,Yes,38081.0,26.0,198
352117,Female,27,1,50.0,0,< 1 Year,Yes,44112.0,152.0,191
368109,Female,42,1,28.0,0,> 2 Years,Yes,45951.0,26.0,195
248944,Female,54,1,28.0,0,1-2 Year,Yes,47808.0,26.0,267
196483,Male,36,1,8.0,0,1-2 Year,Yes,60897.0,122.0,64
56331,Female,35,1,11.0,1,1-2 Year,Yes,2630.0,156.0,174
332436,Male,26,1,28.0,0,1-2 Year,Yes,62457.0,26.0,193
55399,Male,44,1,28.0,0,1-2 Year,Yes,53827.0,26.0,166
129815,Male,45,1,50.0,0,1-2 Year,Yes,2630.0,160.0,287
113515,Female,54,1,28.0,0,1-2 Year,Yes,49262.0,124.0,233
119552,Male,48,1,14.0,0,1-2 Year,Yes,26709.0,26.0,36
300094,Male,49,1,48.0,0,1-2 Year,Yes,2630.0,26.0,221
154414,Male,59,1,28.0,0,1-2 Year,Yes,48841.0,26.0,237
435906,Female,40,1,28.0,0,> 2 Years,Yes,31477.0,124.0,126
351828,Male,49,1,48.0,0,1-2 Year,Yes,2630.0,26.0,148
55978,Male,46,1,28.0,0,1-2 Year,Yes,32056.0,52.0,150
187233,Female,38,1,9.0,0,1-2 Year,Yes,30169.0,22.0,196
151653,Female,40,1,28.0,0,> 2 Years,Yes,140225.0,124.0,270
335810,Female,68,1,28.0,0,1-2 Year,Yes,50011.0,124.0,240
106406,Male,27,1,30.0,0,1-2 Year,Yes,2630.0,156.0,262
328984,Male,33,1,18.0,0,< 1 Year,Yes,30823.0,153.0,17
308042,Female,42,1,8.0,0,1-2 Year,Yes,32138.0,26.0,143
243176,Female,25,1,37.0,0,< 1 Year,Yes,53904.0,152.0,102
16666,Male,51,1,35.0,0,1-2 Year,Yes,29234.0,124.0,227
169583,Male,29,1,50.0,0,< 1 Year,Yes,49648.0,124.0,48
167882,Male,51,1,28.0,0,1-2 Year,Yes,44970.0,26.0,211
326296,Female,48,1,12.0,0,1-2 Year,Yes,28698.0,124.0,230
185749,Male,40,1,24.0,0,1-2 Year,Yes,27103.0,124.0,292
435664,Female,48,1,21.0,0,1-2 Year,Yes,27371.0,4.0,218
265763,Male,21,1,25.0,0,< 1 Year,Yes,38567.0,160.0,185
55126,Female,23,1,8.0,0,< 1 Year,Yes,44508.0,152.0,230
265824,Female,38,1,28.0,0,1-2 Year,Yes,61806.0,154.0,176
152178,Female,23,1,45.0,0,< 1 Year,Yes,28251.0,152.0,184
249917,Female,40,1,28.0,0,1-2 Year,Yes,29725.0,124.0,294
279040,Male,37,1,4.0,0,1-2 Year,Yes,2630.0,157.0,68
177099,Female,46,1,0.0,0,1-2 Year,Yes,2630.0,26.0,198
334480,Male,38,1,8.0,0,1-2 Year,Yes,43616.0,124.0,163
442902,Male,52,1,46.0,0,1-2 Year,Yes,37492.0,26.0,273
452295,Male,39,1,8.0,0,1-2 Year,Yes,45053.0,124.0,192
160911,Female,66,1,28.0,0,1-2 Year,Yes,2630.0,124.0,155
171941,Female,56,1,28.0,0,1-2 Year,Yes,42493.0,124.0,216
422646,Female,38,1,29.0,0,> 2 Years,Yes,36112.0,26.0,276
275492,Female,77,1,48.0,0,1-2 Year,Yes,2630.0,26.0,86
406033,Male,55,1,28.0,0,1-2 Year,Yes,39002.0,26.0,177
319375,Female,39,1,28.0,0,1-2 Year,Yes,26460.0,23.0,80
195024,Female,23,1,8.0,0,< 1 Year,Yes,37824.0,26.0,148
106673,Male,52,1,46.0,0,1-2 Year,Yes,32681.0,26.0,221
500770,Male,42,1,8.0,0,> 2 Years,Yes,44123.0,26.0,202
373669,Female,46,1,46.0,0,1-2 Year,Yes,35384.0,30.0,107
29734,Female,27,1,48.0,0,< 1 Year,Yes,2630.0,124.0,199
118526,Male,26,1,37.0,0,< 1 Year,Yes,30770.0,152.0,117
196667,Male,36,1,48.0,0,1-2 Year,Yes,2630.0,26.0,125
370861,Male,20,1,15.0,1,< 1 Year,Yes,2630.0,160.0,52
286419,Male,67,1,18.0,0,1-2 Year,Yes,2630.0,124.0,204
463687,Male,46,1,35.0,0,1-2 Year,Yes,33944.0,155.0,129
222714,Male,45,1,28.0,0,1-2 Year,Yes,28920.0,124.0,152
166265,Female,55,0,28.0,0,1-2 Year,Yes,33603.0,25.0,146
23909,Male,42,1,28.0,0,1-2 Year,Yes,34721.0,26.0,38
375052,Female,42,1,50.0,0,1-2 Year,Yes,34481.0,26.0,64
243212,Male,47,1,28.0,0,1-2 Year,Yes,40241.0,124.0,192
139478,Female,25,1,10.0,0,< 1 Year,Yes,2630.0,152.0,288
114535,Female,45,1,8.0,0,1-2 Year,Yes,2630.0,26.0,294
209285,Male,73,1,8.0,0,1-2 Year,Yes,39703.0,26.0,216
67855,Male,38,1,35.0,0,1-2 Year,Yes,30091.0,155.0,125
392518,Male,40,1,8.0,0,1-2 Year,Yes,48695.0,124.0,50
160864,Male,69,1,37.0,1,1-2 Year,Yes,23970.0,26.0,153
365956,Male,46,1,3.0,0,1-2 Year,Yes,33405.0,124.0,192
217389,Male,54,1,28.0,0,1-2 Year,Yes,40261.0,26.0,94
257052,Male,71,1,28.0,0,1-2 Year,Yes,47209.0,122.0,156
92219,Female,33,1,33.0,0,1-2 Year,Yes,31302.0,156.0,200
233379,Female,51,1,41.0,0,1-2 Year,Yes,44962.0,124.0,249
1967,Female,37,1,28.0,0,1-2 Year,Yes,37740.0,124.0,194
85447,Female,33,1,8.0,0,< 1 Year,Yes,48448.0,124.0,46
32365,Male,46,1,35.0,0,1-2 Year,Yes,2630.0,124.0,81
337961,Female,21,1,37.0,0,< 1 Year,Yes,30074.0,152.0,279
168142,Female,28,1,28.0,0,1-2 Year,Yes,47759.0,26.0,75
121924,Female,55,1,47.0,0,1-2 Year,Yes,26368.0,124.0,86
371851,Male,37,1,32.0,0,1-2 Year,Yes,34516.0,124.0,30
117802,Male,43,1,18.0,0,1-2 Year,Yes,30359.0,26.0,32
191730,Male,21,1,28.0,0,< 1 Year,Yes,64654.0,124.0,299
45857,Female,62,1,18.0,0,1-2 Year,Yes,2630.0,26.0,163
369977,Male,40,1,10.0,1,1-2 Year,Yes,21919.0,124.0,40
246233,Male,46,1,38.0,0,1-2 Year,Yes,2630.0,156.0,91
212564,Female,38,1,28.0,0,1-2 Year,Yes,46719.0,26.0,263
300951,Female,67,1,28.0,0,1-2 Year,Yes,44238.0,157.0,138
354883,Female,21,1,8.0,0,< 1 Year,Yes,36220.0,160.0,102
194085,Female,46,1,8.0,0,1-2 Year,Yes,28635.0,26.0,231
210794,Male,51,1,8.0,0,1-2 Year,Yes,37476.0,4.0,216
73624,Male,52,1,28.0,0,1-2 Year,Yes,44752.0,26.0,290
114139,Male,54,1,8.0,0,1-2 Year,Yes,43649.0,124.0,226
53543,Male,38,1,5.0,0,1-2 Year,Yes,36535.0,154.0,25
177384,Female,25,1,9.0,0,< 1 Year,Yes,31375.0,152.0,256
225265,Female,48,1,28.0,0,1-2 Year,Yes,40310.0,26.0,254
251049,Male,54,1,8.0,0,1-2 Year,Yes,32379.0,124.0,154
51831,Female,43,1,52.0,0,1-2 Year,Yes,23785.0,124.0,81
419883,Male,30,1,33.0,0,< 1 Year,Yes,35325.0,124.0,229
57913,Male,64,1,33.0,0,> 2 Years,Yes,51931.0,124.0,109
111655,Male,27,1,3.0,0,< 1 Year,Yes,26026.0,152.0,148
296597,Female,27,1,27.0,1,< 1 Year,Yes,32621.0,152.0,68
68793,Male,39,1,46.0,0,1-2 Year,Yes,24869.0,124.0,258
419633,Female,36,1,8.0,0,1-2 Year,Yes,87755.0,124.0,217
56145,Female,49,1,28.0,0,1-2 Year,Yes,30655.0,26.0,226
353327,Male,74,1,28.0,0,1-2 Year,Yes,30214.0,122.0,293
345743,Male,22,1,47.0,0,< 1 Year,Yes,32975.0,152.0,195
211195,Female,38,1,10.0,0,1-2 Year,Yes,29942.0,124.0,37
19864,Female,45,1,28.0,0,1-2 Year,Yes,37379.0,26.0,33
153876,Female,50,1,18.0,0,1-2 Year,Yes,2630.0,157.0,67
284673,Male,48,1,28.0,1,1-2 Year,Yes,44042.0,26.0,108
320134,Female,77,1,28.0,0,1-2 Year,Yes,26881.0,25.0,269
418679,Male,43,1,11.0,0,1-2 Year,Yes,35196.0,122.0,76
474643,Male,32,1,28.0,0,1-2 Year,Yes,39926.0,124.0,275
181418,Male,32,1,42.0,0,< 1 Year,Yes,36967.0,26.0,189
264503,Male,47,1,50.0,0,1-2 Year,Yes,2630.0,157.0,27
39913,Male,69,1,15.0,0,1-2 Year,Yes,36311.0,26.0,116
47649,Male,51,1,29.0,0,1-2 Year,Yes,42183.0,26.0,229
84819,Female,77,1,28.0,0,1-2 Year,Yes,38726.0,26.0,27
504921,Male,46,1,28.0,0,1-2 Year,Yes,40230.0,124.0,137
66171,Male,26,1,28.0,0,< 1 Year,Yes,41259.0,152.0,67
309017,Female,25,1,33.0,0,< 1 Year,Yes,46627.0,152.0,209
346692,Female,55,1,28.0,0,> 2 Years,Yes,40367.0,122.0,22
376190,Male,43,1,8.0,0,1-2 Year,Yes,34494.0,124.0,175
187852,Male,34,1,8.0,0,1-2 Year,Yes,30696.0,124.0,116
286524,Male,51,1,28.0,0,1-2 Year,Yes,47598.0,26.0,198
199629,Male,58,1,50.0,1,1-2 Year,Yes,24534.0,26.0,164
450483,Male,42,1,28.0,0,1-2 Year,Yes,23452.0,26.0,37
348743,Male,37,1,35.0,0,1-2 Year,Yes,30429.0,31.0,194
270706,Female,23,1,2.0,0,< 1 Year,Yes,24743.0,26.0,142
457709,Female,45,1,28.0,0,1-2 Year,Yes,36357.0,26.0,221
462781,Male,48,1,41.0,0,1-2 Year,Yes,33996.0,12.0,57
227088,Female,27,1,33.0,0,< 1 Year,Yes,37261.0,152.0,57
213845,Male,21,1,2.0,0,< 1 Year,Yes,36626.0,152.0,267
342314,Female,53,1,28.0,0,1-2 Year,Yes,2630.0,124.0,198
76176,Female,21,1,30.0,1,< 1 Year,Yes,2630.0,160.0,117
182756,Male,23,1,46.0,0,< 1 Year,Yes,43142.0,152.0,68
125066,Male,73,1,28.0,0,1-2 Year,Yes,60042.0,26.0,219
454720,Male,41,1,46.0,0,1-2 Year,Yes,44395.0,26.0,244
137232,Male,44,1,33.0,0,1-2 Year,Yes,20666.0,152.0,125
255158,Male,36,1,28.0,0,1-2 Year,Yes,46108.0,124.0,186
94172,Female,74,1,45.0,0,1-2 Year,Yes,2630.0,124.0,81
276233,Female,26,1,9.0,1,< 1 Year,Yes,28245.0,152.0,15
131009,Male,52,1,2.0,0,1-2 Year,Yes,40421.0,26.0,123
492970,Female,34,1,8.0,0,1-2 Year,Yes,30650.0,124.0,270
161560,Male,24,1,30.0,0,< 1 Year,Yes,35343.0,152.0,138
167473,Female,41,1,28.0,0,1-2 Year,Yes,46047.0,124.0,113
498452,Male,40,1,47.0,0,1-2 Year,Yes,2630.0,156.0,114
177851,Male,79,1,1.0,1,1-2 Year,Yes,2630.0,26.0,52
66872,Male,45,1,46.0,0,1-2 Year,Yes,38047.0,26.0,14
224124,Male,23,1,21.0,0,< 1 Year,Yes,28097.0,152.0,54
96845,Female,46,1,15.0,0,1-2 Year,Yes,33286.0,154.0,183
274512,Male,67,1,28.0,0,1-2 Year,Yes,51937.0,55.0,129
122118,Female,38,1,28.0,0,1-2 Year,Yes,44541.0,125.0,66
55406,Female,25,1,8.0,0,< 1 Year,Yes,33957.0,152.0,238
465242,Female,48,1,28.0,0,1-2 Year,Yes,46017.0,124.0,18
27240,Male,41,1,18.0,0,1-2 Year,Yes,2630.0,124.0,97
499544,Female,45,1,28.0,0,> 2 Years,Yes,43875.0,26.0,120
85154,Female,54,1,23.0,0,1-2 Year,Yes,32378.0,124.0,128
284350,Male,55,1,45.0,0,1-2 Year,Yes,27303.0,124.0,248
175949,Male,51,1,8.0,1,1-2 Year,Yes,64341.0,26.0,296
200180,Male,46,1,28.0,0,1-2 Year,Yes,53828.0,122.0,78
196892,Male,29,1,45.0,0,1-2 Year,Yes,2630.0,157.0,277
338210,Male,48,1,28.0,0,> 2 Years,Yes,40310.0,26.0,148
179645,Female,60,1,8.0,0,1-2 Year,Yes,2630.0,156.0,207
199122,Male,45,1,39.0,0,1-2 Year,Yes,36745.0,124.0,272
356558,Female,22,1,41.0,0,< 1 Year,Yes,27495.0,152.0,228
106761,Male,24,1,9.0,0,< 1 Year,Yes,33782.0,152.0,96
6979,Male,24,1,2.0,0,< 1 Year,Yes,27203.0,152.0,53
57591,Male,31,1,28.0,0,< 1 Year,Yes,33197.0,124.0,11
152369,Female,42,1,28.0,0,1-2 Year,Yes,40356.0,26.0,241
4470,Male,36,1,32.0,0,1-2 Year,Yes,48979.0,124.0,45
379117,Male,41,1,33.0,0,1-2 Year,Yes,37773.0,124.0,74
291016,Female,44,1,28.0,0,1-2 Year,Yes,45703.0,26.0,26
131578,Male,53,1,28.0,0,1-2 Year,Yes,48803.0,124.0,282
109367,Male,48,1,12.0,0,1-2 Year,Yes,27470.0,124.0,247
73682,Female,33,1,50.0,0,1-2 Year,Yes,2630.0,156.0,180
30686,Male,61,1,28.0,0,1-2 Year,Yes,2630.0,150.0,145
359838,Male,33,1,14.0,0,< 1 Year,Yes,35281.0,152.0,115
334892,Male,69,1,49.0,0,1-2 Year,Yes,27933.0,156.0,88
62232,Female,24,1,18.0,0,< 1 Year,Yes,39006.0,152.0,260
321344,Female,22,1,15.0,0,< 1 Year,Yes,25658.0,152.0,41
419343,Male,43,1,29.0,0,1-2 Year,Yes,42096.0,124.0,148
123161,Male,35,1,46.0,0,1-2 Year,Yes,28382.0,124.0,93
178061,Male,28,1,2.0,0,1-2 Year,Yes,33137.0,124.0,181
347446,Male,47,1,28.0,0,> 2 Years,Yes,39195.0,155.0,84
82498,Male,49,1,6.0,0,1-2 Year,Yes,36005.0,26.0,255
149641,Male,53,1,47.0,0,1-2 Year,Yes,35676.0,124.0,214
248543,Male,53,1,28.0,0,1-2 Year,Yes,41694.0,26.0,95
409900,Female,36,1,8.0,0,1-2 Year,Yes,36036.0,154.0,118
377106,Female,38,1,15.0,0,1-2 Year,Yes,34545.0,124.0,73
59363,Male,24,1,26.0,0,< 1 Year,Yes,43733.0,152.0,38
289416,Male,21,1,47.0,0,< 1 Year,Yes,2630.0,152.0,36
160877,Male,66,1,28.0,0,1-2 Year,Yes,26364.0,122.0,152
33286,Female,40,1,10.0,0,1-2 Year,Yes,34275.0,154.0,253
